Date,Time,Contracts,Funding Rate
2020/7/12,08:00:00,BTCUSDT Perpetual,0.01
2020/7/12,16:00:00,BTCUSDT Perpetual,0.01
2020/7/13,00:00:00,BTCUSDT Perpetual,0.01
2020/7/13,08:00:00,BTCUSDT Perpetual,0.01
2020/7/13,16:00:00,BTCUSDT Perpetual,0.01
2020/7/14,00:00:00,BTCUSDT Perpetual,0.01
2020/7/14,08:00:00,BTCUSDT Perpetual,0.01
2020/7/14,16:00:00,BTCUSDT Perpetual,0.01
2020/7/15,00:00:00,BTCUSDT Perpetual,0.01
2020/7/15,08:00:00,BTCUSDT Perpetual,0.01
2020/7/15,16:00:00,BTCUSDT Perpetual,0.01
2020/7/16,00:00:00,BTCUSDT Perpetual,0.01
2020/7/16,08:00:00,BTCUSDT Perpetual,0.01
2020/7/16,16:00:00,BTCUSDT Perpetual,0.01
2020/7/17,00:00:00,BTCUSDT Perpetual,0.01
2020/7/17,08:00:00,BTCUSDT Perpetual,0.01
2020/7/17,16:00:00,BTCUSDT Perpetual,0.01
2020/7/18,00:00:00,BTCUSDT Perpetual,0.01
2020/7/18,08:00:00,BTCUSDT Perpetual,0.01
2020/7/18,16:00:00,BTCUSDT Perpetual,0.01
2020/7/19,00:00:00,BTCUSDT Perpetual,0.01
2020/7/19,08:00:00,BTCUSDT Perpetual,0.01
2020/7/19,16:00:00,BTCUSDT Perpetual,0.01
2020/7/20,00:00:00,BTCUSDT Perpetual,0.01
2020/7/20,08:00:00,BTCUSDT Perpetual,0.01
2020/7/20,16:00:00,BTCUSDT Perpetual,0.01
2020/7/21,00:00:00,BTCUSDT Perpetual,0.01
2020/7/21,08:00:00,BTCUSDT Perpetual,0.01
2020/7/21,16:00:00,BTCUSDT Perpetual,0.01
2020/7/22,00:00:00,BTCUSDT Perpetual,0.01
2020/7/22,08:00:00,BTCUSDT Perpetual,0.01
2020/7/22,16:00:00,BTCUSDT Perpetual,0.01
2020/7/23,00:00:00,BTCUSDT Perpetual,0.01
2020/7/23,08:00:00,BTCUSDT Perpetual,0.01
2020/7/23,16:00:00,BTCUSDT Perpetual,0.01
2020/7/24,00:00:00,BTCUSDT Perpetual,0.01
2020/7/24,08:00:00,BTCUSDT Perpetual,0.01
2020/7/24,16:00:00,BTCUSDT Perpetual,0.01
2020/7/25,00:00:00,BTCUSDT Perpetual,0.01
2020/7/25,08:00:00,BTCUSDT Perpetual,0.01
2020/7/25,16:00:00,BTCUSDT Perpetual,0.01
2020/7/26,00:00:00,BTCUSDT Perpetual,0.01
2020/7/26,08:00:00,BTCUSDT Perpetual,0.01
2020/7/26,16:00:00,BTCUSDT Perpetual,0.01
2020/7/27,00:00:00,BTCUSDT Perpetual,0.07
2020/7/27,08:00:00,BTCUSDT Perpetual,0.05
2020/7/27,16:00:00,BTCUSDT Perpetual,0.09
2020/7/28,00:00:00,BTCUSDT Perpetual,0.05
2020/7/28,08:00:00,BTCUSDT Perpetual,0.14
2020/7/28,16:00:00,BTCUSDT Perpetual,0.12
2020/7/29,00:00:00,BTCUSDT Perpetual,0.1
2020/7/29,08:00:00,BTCUSDT Perpetual,0.08
2020/7/29,16:00:00,BTCUSDT Perpetual,0.07
2020/7/30,00:00:00,BTCUSDT Perpetual,0.06
2020/7/30,08:00:00,BTCUSDT Perpetual,0.06
2020/7/30,16:00:00,BTCUSDT Perpetual,0.07
2020/7/31,00:00:00,BTCUSDT Perpetual,0.07
2020/7/31,08:00:00,BTCUSDT Perpetual,0.08
2020/7/31,16:00:00,BTCUSDT Perpetual,0.04
2020/8/1,00:00:00,BTCUSDT Perpetual,0.04
2020/8/1,08:00:00,BTCUSDT Perpetual,0.03
2020/8/1,16:00:00,BTCUSDT Perpetual,0.03
2020/8/2,00:00:00,BTCUSDT Perpetual,0.05
2020/8/2,08:00:00,BTCUSDT Perpetual,0.1
2020/8/2,16:00:00,BTCUSDT Perpetual,0.04
2020/8/3,00:00:00,BTCUSDT Perpetual,0.02
2020/8/3,08:00:00,BTCUSDT Perpetual,0.03
2020/8/3,16:00:00,BTCUSDT Perpetual,0.05
2020/8/4,00:00:00,BTCUSDT Perpetual,0.04
2020/8/4,08:00:00,BTCUSDT Perpetual,0.03
2020/8/4,16:00:00,BTCUSDT Perpetual,0.03
2020/8/5,00:00:00,BTCUSDT Perpetual,0.04
2020/8/5,08:00:00,BTCUSDT Perpetual,0.01
2020/8/5,16:00:00,BTCUSDT Perpetual,0.02
2020/8/6,00:00:00,BTCUSDT Perpetual,0.02
2020/8/6,08:00:00,BTCUSDT Perpetual,0.04
2020/8/6,16:00:00,BTCUSDT Perpetual,0.04
2020/8/7,00:00:00,BTCUSDT Perpetual,0.04
2020/8/7,08:00:00,BTCUSDT Perpetual,0.03
2020/8/7,16:00:00,BTCUSDT Perpetual,0.02
2020/8/8,00:00:00,BTCUSDT Perpetual,0.02
2020/8/8,08:00:00,BTCUSDT Perpetual,0.01
2020/8/8,16:00:00,BTCUSDT Perpetual,0.01
2020/8/9,00:00:00,BTCUSDT Perpetual,0.01
2020/8/9,08:00:00,BTCUSDT Perpetual,0.01
2020/8/9,16:00:00,BTCUSDT Perpetual,0.02
2020/8/10,00:00:00,BTCUSDT Perpetual,0.01
2020/8/10,08:00:00,BTCUSDT Perpetual,0.01
2020/8/10,16:00:00,BTCUSDT Perpetual,0.13
2020/8/11,00:00:00,BTCUSDT Perpetual,0.03
2020/8/11,08:00:00,BTCUSDT Perpetual,0.01
2020/8/11,16:00:00,BTCUSDT Perpetual,0.02
2020/8/12,00:00:00,BTCUSDT Perpetual,0.06
2020/8/12,08:00:00,BTCUSDT Perpetual,0.01
2020/8/12,16:00:00,BTCUSDT Perpetual,0.01
2020/8/13,00:00:00,BTCUSDT Perpetual,0.01
2020/8/13,08:00:00,BTCUSDT Perpetual,0.01
2020/8/13,16:00:00,BTCUSDT Perpetual,0.01
2020/8/14,00:00:00,BTCUSDT Perpetual,0.01
2020/8/14,08:00:00,BTCUSDT Perpetual,0.02
2020/8/14,16:00:00,BTCUSDT Perpetual,0.04
2020/8/15,00:00:00,BTCUSDT Perpetual,0.03
2020/8/15,08:00:00,BTCUSDT Perpetual,0.01
2020/8/15,16:00:00,BTCUSDT Perpetual,0.04
2020/8/16,00:00:00,BTCUSDT Perpetual,0.02
2020/8/16,08:00:00,BTCUSDT Perpetual,0.02
2020/8/16,16:00:00,BTCUSDT Perpetual,0.05
2020/8/17,00:00:00,BTCUSDT Perpetual,0.03
2020/8/17,08:00:00,BTCUSDT Perpetual,0.03
2020/8/17,16:00:00,BTCUSDT Perpetual,0.04
2020/8/18,00:00:00,BTCUSDT Perpetual,0.09
2020/8/18,08:00:00,BTCUSDT Perpetual,0.12
2020/8/18,16:00:00,BTCUSDT Perpetual,0.08
2020/8/19,00:00:00,BTCUSDT Perpetual,0.1
2020/8/19,08:00:00,BTCUSDT Perpetual,0.08
2020/8/19,16:00:00,BTCUSDT Perpetual,0.05
2020/8/20,00:00:00,BTCUSDT Perpetual,0.02
2020/8/20,08:00:00,BTCUSDT Perpetual,0.02
2020/8/20,16:00:00,BTCUSDT Perpetual,0.01
2020/8/21,00:00:00,BTCUSDT Perpetual,0.02
2020/8/21,08:00:00,BTCUSDT Perpetual,0.01
2020/8/21,16:00:00,BTCUSDT Perpetual,0.01
2020/8/22,00:00:00,BTCUSDT Perpetual,0.01
2020/8/22,08:00:00,BTCUSDT Perpetual,0.01
2020/8/22,16:00:00,BTCUSDT Perpetual,0.01
2020/8/23,00:00:00,BTCUSDT Perpetual,0.01
2020/8/23,08:00:00,BTCUSDT Perpetual,0.01
2020/8/23,16:00:00,BTCUSDT Perpetual,0.01
2020/8/24,00:00:00,BTCUSDT Perpetual,0.01
2020/8/24,08:00:00,BTCUSDT Perpetual,0.01
2020/8/24,16:00:00,BTCUSDT Perpetual,0.01
2020/8/25,00:00:00,BTCUSDT Perpetual,0.01
2020/8/25,08:00:00,BTCUSDT Perpetual,0.01
2020/8/25,16:00:00,BTCUSDT Perpetual,0.01
2020/8/26,00:00:00,BTCUSDT Perpetual,0.04
2020/8/26,08:00:00,BTCUSDT Perpetual,0.02
2020/8/26,16:00:00,BTCUSDT Perpetual,0.01
2020/8/27,00:00:00,BTCUSDT Perpetual,0.01
2020/8/27,08:00:00,BTCUSDT Perpetual,0.01
2020/8/27,16:00:00,BTCUSDT Perpetual,0.01
2020/8/28,00:00:00,BTCUSDT Perpetual,0.01
2020/8/28,08:00:00,BTCUSDT Perpetual,0.01
2020/8/28,16:00:00,BTCUSDT Perpetual,0.01
2020/8/29,00:00:00,BTCUSDT Perpetual,0.01
2020/8/29,08:00:00,BTCUSDT Perpetual,0.01
2020/8/29,16:00:00,BTCUSDT Perpetual,0.01
2020/8/30,00:00:00,BTCUSDT Perpetual,0.01
2020/8/30,08:00:00,BTCUSDT Perpetual,0.01
2020/8/30,16:00:00,BTCUSDT Perpetual,0.01
2020/8/31,00:00:00,BTCUSDT Perpetual,0.01
2020/8/31,08:00:00,BTCUSDT Perpetual,0.01
2020/8/31,16:00:00,BTCUSDT Perpetual,0.01
2020/9/1,00:00:00,BTCUSDT Perpetual,0.02
2020/9/1,08:00:00,BTCUSDT Perpetual,0.01
2020/9/1,16:00:00,BTCUSDT Perpetual,0.02
2020/9/2,00:00:00,BTCUSDT Perpetual,0.05
2020/9/2,08:00:00,BTCUSDT Perpetual,0.03
2020/9/2,16:00:00,BTCUSDT Perpetual,0.04
2020/9/3,00:00:00,BTCUSDT Perpetual,0.05
2020/9/3,08:00:00,BTCUSDT Perpetual,0.02
2020/9/3,16:00:00,BTCUSDT Perpetual,0.02
2020/9/4,00:00:00,BTCUSDT Perpetual,0.02
2020/9/4,08:00:00,BTCUSDT Perpetual,0.01
2020/9/4,16:00:00,BTCUSDT Perpetual,0.01
2020/9/5,00:00:00,BTCUSDT Perpetual,0.01
2020/9/5,08:00:00,BTCUSDT Perpetual,0.01
2020/9/5,16:00:00,BTCUSDT Perpetual,0.01
2020/9/6,00:00:00,BTCUSDT Perpetual,0.01
2020/9/6,08:00:00,BTCUSDT Perpetual,0.01
2020/9/6,16:00:00,BTCUSDT Perpetual,0.01
2020/9/7,00:00:00,BTCUSDT Perpetual,0.01
2020/9/7,08:00:00,BTCUSDT Perpetual,0.01
2020/9/7,16:00:00,BTCUSDT Perpetual,0.01
2020/9/8,00:00:00,BTCUSDT Perpetual,0.01
2020/9/8,08:00:00,BTCUSDT Perpetual,0.01
2020/9/8,16:00:00,BTCUSDT Perpetual,0.01
2020/9/9,00:00:00,BTCUSDT Perpetual,0.01
2020/9/9,08:00:00,BTCUSDT Perpetual,0.01
2020/9/9,16:00:00,BTCUSDT Perpetual,0.01
2020/9/10,00:00:00,BTCUSDT Perpetual,0.01
2020/9/10,08:00:00,BTCUSDT Perpetual,0.01
2020/9/10,16:00:00,BTCUSDT Perpetual,0.01
2020/9/11,00:00:00,BTCUSDT Perpetual,0.01
2020/9/11,08:00:00,BTCUSDT Perpetual,0.01
2020/9/11,16:00:00,BTCUSDT Perpetual,0.01
2020/9/12,00:00:00,BTCUSDT Perpetual,0.01
2020/9/12,08:00:00,BTCUSDT Perpetual,0.01
2020/9/12,16:00:00,BTCUSDT Perpetual,0.01
2020/9/13,00:00:00,BTCUSDT Perpetual,0.01
2020/9/13,08:00:00,BTCUSDT Perpetual,0.01
2020/9/13,16:00:00,BTCUSDT Perpetual,0.01
2020/9/14,00:00:00,BTCUSDT Perpetual,0.01
2020/9/14,08:00:00,BTCUSDT Perpetual,0.01
2020/9/14,16:00:00,BTCUSDT Perpetual,0.01
2020/9/15,00:00:00,BTCUSDT Perpetual,0.0
2020/9/15,08:00:00,BTCUSDT Perpetual,-0.02
2020/9/15,16:00:00,BTCUSDT Perpetual,0.0
2020/9/16,00:00:00,BTCUSDT Perpetual,-0.01
2020/9/16,08:00:00,BTCUSDT Perpetual,-0.01
2020/9/16,16:00:00,BTCUSDT Perpetual,0.0
2020/9/17,00:00:00,BTCUSDT Perpetual,0.0
2020/9/17,08:00:00,BTCUSDT Perpetual,0.0
2020/9/17,16:00:00,BTCUSDT Perpetual,0.0
2020/9/18,00:00:00,BTCUSDT Perpetual,0.0
2020/9/18,08:00:00,BTCUSDT Perpetual,0.01
2020/9/18,16:00:00,BTCUSDT Perpetual,0.01
2020/9/19,00:00:00,BTCUSDT Perpetual,0.0
2020/9/19,08:00:00,BTCUSDT Perpetual,-0.01
2020/9/19,16:00:00,BTCUSDT Perpetual,-0.01
2020/9/20,00:00:00,BTCUSDT Perpetual,-0.01
2020/9/20,08:00:00,BTCUSDT Perpetual,-0.01
2020/9/20,16:00:00,BTCUSDT Perpetual,-0.01
2020/9/21,00:00:00,BTCUSDT Perpetual,-0.01
2020/9/21,08:00:00,BTCUSDT Perpetual,-0.01
2020/9/21,16:00:00,BTCUSDT Perpetual,-0.01
2020/9/22,00:00:00,BTCUSDT Perpetual,0.01
2020/9/22,08:00:00,BTCUSDT Perpetual,0.01
2020/9/22,16:00:00,BTCUSDT Perpetual,0.01
2020/9/23,00:00:00,BTCUSDT Perpetual,0.01
2020/9/23,08:00:00,BTCUSDT Perpetual,0.0
2020/9/23,16:00:00,BTCUSDT Perpetual,0.0
2020/9/24,00:00:00,BTCUSDT Perpetual,-0.01
2020/9/24,08:00:00,BTCUSDT Perpetual,0.0
2020/9/24,16:00:00,BTCUSDT Perpetual,0.01
2020/9/25,00:00:00,BTCUSDT Perpetual,0.0
2020/9/25,08:00:00,BTCUSDT Perpetual,-0.02
2020/9/25,16:00:00,BTCUSDT Perpetual,0.0
2020/9/26,00:00:00,BTCUSDT Perpetual,0.01
2020/9/26,08:00:00,BTCUSDT Perpetual,0.01
2020/9/26,16:00:00,BTCUSDT Perpetual,0.01
2020/9/27,00:00:00,BTCUSDT Perpetual,0.01
2020/9/27,08:00:00,BTCUSDT Perpetual,0.01
2020/9/27,16:00:00,BTCUSDT Perpetual,0.01
2020/9/28,00:00:00,BTCUSDT Perpetual,0.01
2020/9/28,08:00:00,BTCUSDT Perpetual,0.01
2020/9/28,16:00:00,BTCUSDT Perpetual,0.01
2020/9/29,00:00:00,BTCUSDT Perpetual,0.01
2020/9/29,08:00:00,BTCUSDT Perpetual,0.01
2020/9/29,16:00:00,BTCUSDT Perpetual,0.01
2020/9/30,00:00:00,BTCUSDT Perpetual,0.01
2020/9/30,08:00:00,BTCUSDT Perpetual,0.01
2020/9/30,16:00:00,BTCUSDT Perpetual,0.01
2020/10/1,00:00:00,BTCUSDT Perpetual,0.01
2020/10/1,08:00:00,BTCUSDT Perpetual,0.01
2020/10/1,16:00:00,BTCUSDT Perpetual,0.01
2020/10/2,00:00:00,BTCUSDT Perpetual,0.01
2020/10/2,08:00:00,BTCUSDT Perpetual,0.0
2020/10/2,16:00:00,BTCUSDT Perpetual,0.0
2020/10/3,00:00:00,BTCUSDT Perpetual,0.01
2020/10/3,08:00:00,BTCUSDT Perpetual,0.01
2020/10/3,16:00:00,BTCUSDT Perpetual,0.01
2020/10/4,00:00:00,BTCUSDT Perpetual,0.01
2020/10/4,08:00:00,BTCUSDT Perpetual,0.0
2020/10/4,16:00:00,BTCUSDT Perpetual,0.01
2020/10/5,00:00:00,BTCUSDT Perpetual,0.0
2020/10/5,08:00:00,BTCUSDT Perpetual,0.0
2020/10/5,16:00:00,BTCUSDT Perpetual,-0.01
2020/10/6,00:00:00,BTCUSDT Perpetual,-0.01
2020/10/6,08:00:00,BTCUSDT Perpetual,0.0
2020/10/6,16:00:00,BTCUSDT Perpetual,-0.01
2020/10/7,00:00:00,BTCUSDT Perpetual,0.01
2020/10/7,08:00:00,BTCUSDT Perpetual,0.0
2020/10/7,16:00:00,BTCUSDT Perpetual,0.0
2020/10/8,00:00:00,BTCUSDT Perpetual,0.0
2020/10/8,08:00:00,BTCUSDT Perpetual,0.0
2020/10/8,16:00:00,BTCUSDT Perpetual,0.0
2020/10/9,00:00:00,BTCUSDT Perpetual,0.01
2020/10/9,08:00:00,BTCUSDT Perpetual,0.01
2020/10/9,16:00:00,BTCUSDT Perpetual,0.01
2020/10/10,00:00:00,BTCUSDT Perpetual,0.01
2020/10/10,08:00:00,BTCUSDT Perpetual,0.01
2020/10/10,16:00:00,BTCUSDT Perpetual,0.01
2020/10/11,00:00:00,BTCUSDT Perpetual,0.01
2020/10/11,08:00:00,BTCUSDT Perpetual,0.01
2020/10/11,16:00:00,BTCUSDT Perpetual,0.01
2020/10/12,00:00:00,BTCUSDT Perpetual,0.01
2020/10/12,08:00:00,BTCUSDT Perpetual,0.01
2020/10/12,16:00:00,BTCUSDT Perpetual,0.01
2020/10/13,00:00:00,BTCUSDT Perpetual,0.01
2020/10/13,08:00:00,BTCUSDT Perpetual,0.01
2020/10/13,16:00:00,BTCUSDT Perpetual,0.01
2020/10/14,00:00:00,BTCUSDT Perpetual,0.01
2020/10/14,08:00:00,BTCUSDT Perpetual,0.01
2020/10/14,16:00:00,BTCUSDT Perpetual,0.01
2020/10/15,00:00:00,BTCUSDT Perpetual,0.01
2020/10/15,08:00:00,BTCUSDT Perpetual,0.01
2020/10/15,16:00:00,BTCUSDT Perpetual,0.01
2020/10/16,00:00:00,BTCUSDT Perpetual,0.01
2020/10/16,08:00:00,BTCUSDT Perpetual,0.01
2020/10/16,16:00:00,BTCUSDT Perpetual,0.01
2020/10/17,00:00:00,BTCUSDT Perpetual,0.01
2020/10/17,08:00:00,BTCUSDT Perpetual,0.01
2020/10/17,16:00:00,BTCUSDT Perpetual,0.01
2020/10/18,00:00:00,BTCUSDT Perpetual,0.01
2020/10/18,08:00:00,BTCUSDT Perpetual,0.01
2020/10/18,16:00:00,BTCUSDT Perpetual,0.01
2020/10/19,00:00:00,BTCUSDT Perpetual,0.01
2020/10/19,08:00:00,BTCUSDT Perpetual,0.01
2020/10/19,16:00:00,BTCUSDT Perpetual,0.01
2020/10/20,00:00:00,BTCUSDT Perpetual,0.01
2020/10/20,08:00:00,BTCUSDT Perpetual,0.01
2020/10/20,16:00:00,BTCUSDT Perpetual,0.01
2020/10/21,00:00:00,BTCUSDT Perpetual,0.0
2020/10/21,08:00:00,BTCUSDT Perpetual,0.0
2020/10/21,16:00:00,BTCUSDT Perpetual,0.01
2020/10/22,00:00:00,BTCUSDT Perpetual,0.01
2020/10/22,08:00:00,BTCUSDT Perpetual,0.01
2020/10/22,16:00:00,BTCUSDT Perpetual,0.01
2020/10/23,00:00:00,BTCUSDT Perpetual,0.01
2020/10/23,08:00:00,BTCUSDT Perpetual,0.01
2020/10/23,16:00:00,BTCUSDT Perpetual,0.01
2020/10/24,00:00:00,BTCUSDT Perpetual,0.01
2020/10/24,08:00:00,BTCUSDT Perpetual,0.01
2020/10/24,16:00:00,BTCUSDT Perpetual,0.01
2020/10/25,00:00:00,BTCUSDT Perpetual,0.01
2020/10/25,08:00:00,BTCUSDT Perpetual,0.01
2020/10/25,16:00:00,BTCUSDT Perpetual,0.01
2020/10/26,00:00:00,BTCUSDT Perpetual,0.01
2020/10/26,08:00:00,BTCUSDT Perpetual,0.01
2020/10/26,16:00:00,BTCUSDT Perpetual,0.01
2020/10/27,00:00:00,BTCUSDT Perpetual,0.01
2020/10/27,08:00:00,BTCUSDT Perpetual,0.01
2020/10/27,16:00:00,BTCUSDT Perpetual,0.01
2020/10/28,00:00:00,BTCUSDT Perpetual,0.01
2020/10/28,08:00:00,BTCUSDT Perpetual,0.0
2020/10/28,16:00:00,BTCUSDT Perpetual,0.01
2020/10/29,00:00:00,BTCUSDT Perpetual,0.01
2020/10/29,08:00:00,BTCUSDT Perpetual,-0.03
2020/10/29,16:00:00,BTCUSDT Perpetual,-0.01
2020/10/30,00:00:00,BTCUSDT Perpetual,0.0
2020/10/30,08:00:00,BTCUSDT Perpetual,-0.02
2020/10/30,16:00:00,BTCUSDT Perpetual,0.0
2020/10/31,00:00:00,BTCUSDT Perpetual,-0.01
2020/10/31,08:00:00,BTCUSDT Perpetual,-0.02
2020/10/31,16:00:00,BTCUSDT Perpetual,-0.02
2020/11/1,00:00:00,BTCUSDT Perpetual,0.01
2020/11/1,08:00:00,BTCUSDT Perpetual,-0.01
2020/11/1,16:00:00,BTCUSDT Perpetual,0.0
2020/11/2,00:00:00,BTCUSDT Perpetual,-0.01
2020/11/2,08:00:00,BTCUSDT Perpetual,0.01
2020/11/2,16:00:00,BTCUSDT Perpetual,0.0
2020/11/3,00:00:00,BTCUSDT Perpetual,0.01
2020/11/3,08:00:00,BTCUSDT Perpetual,-0.02
2020/11/3,16:00:00,BTCUSDT Perpetual,0.0
2020/11/4,00:00:00,BTCUSDT Perpetual,-0.01
2020/11/4,08:00:00,BTCUSDT Perpetual,-0.01
2020/11/4,16:00:00,BTCUSDT Perpetual,0.0
2020/11/5,00:00:00,BTCUSDT Perpetual,-0.02
2020/11/5,08:00:00,BTCUSDT Perpetual,0.01
2020/11/5,16:00:00,BTCUSDT Perpetual,0.01
2020/11/6,00:00:00,BTCUSDT Perpetual,0.01
2020/11/6,08:00:00,BTCUSDT Perpetual,0.01
2020/11/6,16:00:00,BTCUSDT Perpetual,0.02
2020/11/7,00:00:00,BTCUSDT Perpetual,0.03
2020/11/7,08:00:00,BTCUSDT Perpetual,0.02
2020/11/7,16:00:00,BTCUSDT Perpetual,0.04
2020/11/8,00:00:00,BTCUSDT Perpetual,0.04
2020/11/8,08:00:00,BTCUSDT Perpetual,0.01
2020/11/8,16:00:00,BTCUSDT Perpetual,0.01
2020/11/9,00:00:00,BTCUSDT Perpetual,0.01
2020/11/9,08:00:00,BTCUSDT Perpetual,0.01
2020/11/9,16:00:00,BTCUSDT Perpetual,0.01
2020/11/10,00:00:00,BTCUSDT Perpetual,0.01
2020/11/10,08:00:00,BTCUSDT Perpetual,0.01
2020/11/10,16:00:00,BTCUSDT Perpetual,0.01
2020/11/11,00:00:00,BTCUSDT Perpetual,0.01
2020/11/11,08:00:00,BTCUSDT Perpetual,0.01
2020/11/11,16:00:00,BTCUSDT Perpetual,0.01
2020/11/12,00:00:00,BTCUSDT Perpetual,0.01
2020/11/12,08:00:00,BTCUSDT Perpetual,0.01
2020/11/12,16:00:00,BTCUSDT Perpetual,0.01
2020/11/13,00:00:00,BTCUSDT Perpetual,0.01
2020/11/13,08:00:00,BTCUSDT Perpetual,0.01
2020/11/13,16:00:00,BTCUSDT Perpetual,0.01
2020/11/14,00:00:00,BTCUSDT Perpetual,0.01
2020/11/14,08:00:00,BTCUSDT Perpetual,0.01
2020/11/14,16:00:00,BTCUSDT Perpetual,0.01
2020/11/15,00:00:00,BTCUSDT Perpetual,0.0
2020/11/15,08:00:00,BTCUSDT Perpetual,0.01
2020/11/15,16:00:00,BTCUSDT Perpetual,0.01
2020/11/16,00:00:00,BTCUSDT Perpetual,0.01
2020/11/16,08:00:00,BTCUSDT Perpetual,0.01
2020/11/16,16:00:00,BTCUSDT Perpetual,0.01
2020/11/17,00:00:00,BTCUSDT Perpetual,0.01
2020/11/17,08:00:00,BTCUSDT Perpetual,0.01
2020/11/17,16:00:00,BTCUSDT Perpetual,0.01
2020/11/18,00:00:00,BTCUSDT Perpetual,0.01
2020/11/18,08:00:00,BTCUSDT Perpetual,0.02
2020/11/18,16:00:00,BTCUSDT Perpetual,0.06
2020/11/19,00:00:00,BTCUSDT Perpetual,0.02
2020/11/19,08:00:00,BTCUSDT Perpetual,0.01
2020/11/19,16:00:00,BTCUSDT Perpetual,0.03
2020/11/20,00:00:00,BTCUSDT Perpetual,0.05
2020/11/20,08:00:00,BTCUSDT Perpetual,0.04
2020/11/20,16:00:00,BTCUSDT Perpetual,0.04
2020/11/21,00:00:00,BTCUSDT Perpetual,0.04
2020/11/21,08:00:00,BTCUSDT Perpetual,0.01
2020/11/21,16:00:00,BTCUSDT Perpetual,0.01
2020/11/22,00:00:00,BTCUSDT Perpetual,0.06
2020/11/22,08:00:00,BTCUSDT Perpetual,0.08
2020/11/22,16:00:00,BTCUSDT Perpetual,0.09
2020/11/23,00:00:00,BTCUSDT Perpetual,0.07
2020/11/23,08:00:00,BTCUSDT Perpetual,0.1
2020/11/23,16:00:00,BTCUSDT Perpetual,0.08
2020/11/24,00:00:00,BTCUSDT Perpetual,0.11
2020/11/24,08:00:00,BTCUSDT Perpetual,0.05
2020/11/24,16:00:00,BTCUSDT Perpetual,0.06
2020/11/25,00:00:00,BTCUSDT Perpetual,0.08
2020/11/25,08:00:00,BTCUSDT Perpetual,0.08
2020/11/25,16:00:00,BTCUSDT Perpetual,0.04
2020/11/26,00:00:00,BTCUSDT Perpetual,0.08
2020/11/26,08:00:00,BTCUSDT Perpetual,0.04
2020/11/26,16:00:00,BTCUSDT Perpetual,0.01
2020/11/27,00:00:00,BTCUSDT Perpetual,0.03
2020/11/27,08:00:00,BTCUSDT Perpetual,0.01
2020/11/27,16:00:00,BTCUSDT Perpetual,0.01
2020/11/28,00:00:00,BTCUSDT Perpetual,0.01
2020/11/28,08:00:00,BTCUSDT Perpetual,0.01
2020/11/28,16:00:00,BTCUSDT Perpetual,0.01
2020/11/29,00:00:00,BTCUSDT Perpetual,0.01
2020/11/29,08:00:00,BTCUSDT Perpetual,0.01
2020/11/29,16:00:00,BTCUSDT Perpetual,0.01
2020/11/30,00:00:00,BTCUSDT Perpetual,0.01
2020/11/30,08:00:00,BTCUSDT Perpetual,0.01
2020/11/30,16:00:00,BTCUSDT Perpetual,0.01
2020/12/1,00:00:00,BTCUSDT Perpetual,0.03
2020/12/1,08:00:00,BTCUSDT Perpetual,0.05
2020/12/1,16:00:00,BTCUSDT Perpetual,0.04
2020/12/2,00:00:00,BTCUSDT Perpetual,0.01
2020/12/2,08:00:00,BTCUSDT Perpetual,0.01
2020/12/2,16:00:00,BTCUSDT Perpetual,0.01
2020/12/3,00:00:00,BTCUSDT Perpetual,0.01
2020/12/3,08:00:00,BTCUSDT Perpetual,0.01
2020/12/3,16:00:00,BTCUSDT Perpetual,0.01
2020/12/4,00:00:00,BTCUSDT Perpetual,0.03
2020/12/4,08:00:00,BTCUSDT Perpetual,0.01
2020/12/4,16:00:00,BTCUSDT Perpetual,0.01
2020/12/5,00:00:00,BTCUSDT Perpetual,0.01
2020/12/5,08:00:00,BTCUSDT Perpetual,0.01
2020/12/5,16:00:00,BTCUSDT Perpetual,0.01
2020/12/6,00:00:00,BTCUSDT Perpetual,0.01
2020/12/6,08:00:00,BTCUSDT Perpetual,0.01
2020/12/6,16:00:00,BTCUSDT Perpetual,0.01
2020/12/7,00:00:00,BTCUSDT Perpetual,0.01
2020/12/7,08:00:00,BTCUSDT Perpetual,0.01
2020/12/7,16:00:00,BTCUSDT Perpetual,0.01
2020/12/8,00:00:00,BTCUSDT Perpetual,0.01
2020/12/8,08:00:00,BTCUSDT Perpetual,0.01
2020/12/8,16:00:00,BTCUSDT Perpetual,0.01
2020/12/9,00:00:00,BTCUSDT Perpetual,0.01
2020/12/9,08:00:00,BTCUSDT Perpetual,0.01
2020/12/9,16:00:00,BTCUSDT Perpetual,0.01
2020/12/10,00:00:00,BTCUSDT Perpetual,0.01
2020/12/10,08:00:00,BTCUSDT Perpetual,0.01
2020/12/10,16:00:00,BTCUSDT Perpetual,0.01
2020/12/11,00:00:00,BTCUSDT Perpetual,0.01
2020/12/11,08:00:00,BTCUSDT Perpetual,0.01
2020/12/11,16:00:00,BTCUSDT Perpetual,0.01
2020/12/12,00:00:00,BTCUSDT Perpetual,0.01
2020/12/12,08:00:00,BTCUSDT Perpetual,0.01
2020/12/12,16:00:00,BTCUSDT Perpetual,0.0
2020/12/13,00:00:00,BTCUSDT Perpetual,0.0
2020/12/13,08:00:00,BTCUSDT Perpetual,0.01
2020/12/13,16:00:00,BTCUSDT Perpetual,0.01
2020/12/14,00:00:00,BTCUSDT Perpetual,0.01
